company_name,ticker,index
"PULTEGROUP, INC.",PHM,MSCI World
EVERSOURCE ENERGY,NU,MSCI World
KEYCORP,KEY,MSCI World
FOX CORPORATION,FOX,MSCI World
"DARDEN RESTAURANTS, INC.",DRI,MSCI World
INTERNATIONAL PAPER COMPANY,IP,MSCI World
PEMBINA PIPELINE CORPORATION,PBA,MSCI World
VONOVIA SE,VNA.DE,MSCI World
"CORPAY, INC.",CPAY,MSCI World
"LEIDOS HOLDINGS, INC.",LDOS,MSCI World
PAN AMERICAN SILVER CORP.,PAAS,MSCI World
TELENOR ASA,TEL.OL,MSCI World
"SUMITOMO MITSUI TRUST GROUP, INC.",8309.T,MSCI World
CLP HOLDINGS LIMITED,CLPHY,MSCI World
GALAXY ENTERTAINMENT GROUP LIMITED,GXYYY,MSCI World
EXPAND ENERGY CORPORATION,EXE,MSCI World
TRADEWEB MARKETS INC.,TW,MSCI World
"PURE STORAGE, INC.",PSTG,MSCI World
EDISON INTERNATIONAL,EIX,MSCI World
"ENEOS HOLDINGS, INC.",5020.T,MSCI World
"AVALONBAY COMMUNITIES, INC.",AVB,MSCI World
AIB GROUP PLC,A5G.F,MSCI World
SGS SA,SGSOY,MSCI World
"TELEFÓNICA, S.A.",TEF.MC,MSCI World
STERIS PLC,STE,MSCI World
ATLASSIAN CORPORATION,TEAM,MSCI World
HYDRO ONE LIMITED,H.TO,MSCI World
EQUIFAX INC.,EFX,MSCI World
PERNOD RICARD,RI.PA,MSCI World
PUBLICIS GROUPE S.A.,PUB.PA,MSCI World
TENARIS S.A.,TS,MSCI World
BCE INC.,BCE,MSCI World
"FIRST SOLAR, INC.",FSLR,MSCI World
INDUSTRIVÄRDEN AB,IDVA.HA,MSCI World
"C.H. ROBINSON WORLDWIDE, INC.",CHRW,MSCI World
"CHURCH & DWIGHT CO., INC.",CHD,MSCI World
FUJIFILM HOLDINGS CORPORATION,4901.T,MSCI World
RESTAURANT BRANDS INTERNATIONAL INC.,QSR,MSCI World
AERCAP HOLDINGS N.V.,AER,MSCI World
COTERRA ENERGY INC.,CTRA,MSCI World
BANCO BPM S.P.A.,BAMI.MI,MSCI World
"TYSON FOODS, INC.",TSN,MSCI World
SMURFIT WESTROCK PLC,SW,MSCI World
LOEWS CORPORATION,L,MSCI World
KYOCERA CORPORATION,6971.T,MSCI World
CAPGEMINI SE,CAP.PA,MSCI World
LABCORP HOLDINGS INC.,LH,MSCI World
TERNA S.P.A.,TRN.MI,MSCI World
ARISTOCRAT LEISURE LIMITED,ALL.AX,MSCI World
NIPPON STEEL CORPORATION,5401.T,MSCI World
BRAMBLES LIMITED,R1H.DU,MSCI World
REPSOL S.A.,REP.MC,MSCI World
CMS ENERGY CORPORATION,CMS,MSCI World
BOUYGUES SA,EN.PA,MSCI World
"DAIWA HOUSE INDUSTRY CO., LTD.",1925.T,MSCI World
"NVR, INC.",NVR,MSCI World
HEINEKEN HOLDING N.V.,HKHHY,MSCI World
TELUS CORPORATION,TU,MSCI World
EXPEDITORS INTERNATIONAL OF WASHINGTON INC.,EXPD,MSCI World
"RB GLOBAL, INC.",RBA,MSCI World
"CELLNEX TELECOM, S.A.",472.F,MSCI World
LUNDIN MINING CORPORATION,LUMI.ST,MSCI World
FUTU HOLDINGS LIMITED,FUTU,MSCI World
QBE INSURANCE GROUP LIMITED,QBIEY,MSCI World
NN GROUP N.V.,NN,MSCI World
"COSTAR GROUP, INC.",CSGP,MSCI World
INTERCONTINENTAL HOTELS GROUP PLC,IHG,MSCI World
JB HUNT TRANSPORT SERVICES,JBHT,MSCI World
"EDP - ENERGIAS DE PORTUGAL, S.A.",ELCPF,MSCI World
QUEST DIAGNOSTICS INCORPORATED,DGX,MSCI World
COCA-COLA HELLENIC,CCH.L,MSCI World
"NISOURCE, INC.",NI,MSCI World
MIZRAHI TEFAHOT BANK LTD.,MZTF.TA,MSCI World
STELLANTIS N.V.,STLA,MSCI World
CARLSBERG A/S,CARL-B.CO,MSCI World
"PRINCIPAL FINANCIAL GROUP, INC.",PFG,MSCI World
"T. ROWE PRICE GROUP, INC.",TROW,MSCI World
FORMULA ONE GROUP,FWONA,MSCI World
FORTUM OYJ,FORTUM.HE,MSCI World
CK ASSET HOLDINGS LIMITED,1113.HK,MSCI World
CK INFRASTRUCTURE HOLDINGS LIMITED,CKI.L,MSCI World
COLES GROUP LIMITED,2OF.F,MSCI World
CYBERARK SOFTWARE LTD.,CYBR,MSCI World
LULULEMON ATHLETICA INC.,LULU,MSCI World
STRAUMANN HOLDING AG,QS51.F,MSCI World
ROYAL KPN N.V.,KKPNY,MSCI World
"NETAPP, INC.",NTAP,MSCI World
OMV AG,XNE.F,MSCI World
KNORR-BREMSE AG,0KBI.L,MSCI World
GENUINE PARTS COMPANY,GPC,MSCI World
HENDERSON LAND DEVELOPMENT COMPANY LIMITED,0012.HK,MSCI World
NEXT PLC,NEXT,MSCI World
LEGAL & GENERAL PLC,LGEN.L,MSCI World
VERISIGN. INC.,VRSN,MSCI World
DSM-FIRMENICH,DSFIR.AS,MSCI World
GLOBAL PAYMENTS INC.,GPN,MSCI World
"SUPER MICRO COMPUTER, INC.",SMCI,MSCI World
ROGERS COMMUNICATIONS INC.,RCI,MSCI World
"BURLINGTON STORES, INC.",BURL,MSCI World
"DUPONT DE NEMOURS, INC.",DD,MSCI World
SBA COMMUNICATIONS CORPORATION,SBAC,MSCI World
TERUMO CORPORATION,TRUMY,MSCI World
EXACT SCIENCES CORPORATION,EXAS,MSCI World
BANK OF IRELAND GROUP PLC,BIRG.L,MSCI World
"BANCO DE SABADELL, S.A.",SAB.MC,MSCI World
ALBEMARLE CORPORATION,ALB,MSCI World
VAT GROUP AG,VATE,MSCI World
KUBOTA CORPORATION,6326.T,MSCI World
SANDS CHINA LTD.,1928.HK,MSCI World
INTERNATIONAL FLAVORS & FRAGRANCES INC.,IFF,MSCI World
TELIA COMPANY AB,TELIA1.HE,MSCI World
WEYERHAEUSER COMPANY,WY,MSCI World
AMUNDI,AMUN.PA,MSCI World
SNAP-ON INCORPORATED,SNA,MSCI World
NESTE OYJ,1NESTE.MI,MSCI World
FORTIVE CORPORATION,FTV,MSCI World
PTC INC.,PTC,MSCI World
KAO CORPORATION,2836.TW,MSCI World
GENMAB A/S,GMAB.CO,MSCI World
IVANHOE MINES LTD.,IVN.TO,MSCI World
OBAYASHI CORPORATION,1802.T,MSCI World
"NEXON CO., LTD.",NEXOY,MSCI World
ROYALTY PHARMA PLC,RPRX,MSCI World
"THE KANSAI ELECTRIC POWER COMPANY, INCORPORATED",KAEPY,MSCI World
"SS&C TECHNOLOGIES HOLDINGS, INC.",SSNC,MSCI World
LY CORPORATION,GBPLYD=X,MSCI World
"ENTEGRIS, INC.",ENTG,MSCI World
ASSOCIATED BRITISH FOODS PLC,ABF.L,MSCI World
NORSK HYDRO ASA,NHY.OL,MSCI World
"RELIANCE, INC.",RS,MSCI World
MEDIOBANCA S.P.A.,MB.MI,MSCI World
"MCCORMICK & COMPANY, INCORPORATED",MKC,MSCI World
THE HONG KONG AND CHINA GAS COMPANY LIMITED,0003.HK,MSCI World
JULIUS BÄR GRUPPE AG,BAER.SW,MSCI World
HONGKONG LAND HOLDINGS LIMITED,HKLD.L,MSCI World
"RIVIAN AUTOMOTIVE, INC.",RIVN,MSCI World
LASERTEC CORPORATION,6920.T,MSCI World
VIATRIS INC.,VTRS,MSCI World
"ILLUMINA, INC.",ILMN,MSCI World
"WEST PHARMACEUTICAL SERVICES, INC.",WST,MSCI World
WOLTERS KLUWER N.V.,WKL.AS,MSCI World
BALL CORPORATION,BALL,MSCI World
LYONDELLBASELL INDUSTRIES N.V.,LYB,MSCI World
HP INC.,HP,MSCI World
"ZIMMER BIOMET HOLDINGS, INC.",ZBH,MSCI World
TWILIO INC.,TWLO,MSCI World
ASICS CORPORATION,7936.T,MSCI World
AKER BP ASA,AKRBP.OL,MSCI World
KINGSPAN GROUP PLC,KGSPY,MSCI World
GRAB HOLDINGS LIMITED,GRAB,MSCI World
INSULET CORPORATION,PODD,MSCI World
CGI INC.,GIB,MSCI World
KEPPEL LTD.,BN4.SI,MSCI World
ALLIANT ENERGY CORPORATION,LNT,MSCI World
BANDAI NAMCO HOLDINGS INC.,7832.T,MSCI World
SARTORIUS AG,0NIQ.L,MSCI World
EXOR N.V.,EYX.DE,MSCI World
CONTINENTAL AG,TY,MSCI World
WILMAR INTERNATIONAL LIMITED,F34.SI,MSCI World
METSO OUTOTEC OYJ,M6Q.HA,MSCI World
SINGAPORE AIRLINES LIMITED,C6L.SI,MSCI World
"TOAST, INC.",TOST,MSCI World
TEXTRON INC.,TXT,MSCI World
"HOLOGIC, INC.",HOLX,MSCI World
"ASPEN TECHNOLOGY, INC.",AZPN,MSCI World
POWER ASSETS HOLDINGS LIMITED,HEH.SG,MSCI World
"ESSEX PROPERTY TRUST, INC.",ESS,MSCI World
"EDP RENOVÁVEIS, S.A.",EDRVF,MSCI World
AZRIELI GROUP LTD.,AZRG.TA,MSCI World
"SUMITOMO METAL MINING CO., LTD.",SMMYY,MSCI World
"MODERNA, INC.",MRNA,MSCI World
FINECOBANK S.P.A.,FBK.MI,MSCI World
"TOKYO GAS CO.,LTD.",9531.T,MSCI World
ELIA GROUP NV/SA,E4S.F,MSCI World
DECKERS OUTDOOR CORPORATION,DECK,MSCI World
"COREBRIDGE FINANCIAL, INC.",CRBG,MSCI World
NORDSON CORPORATION,NDSN,MSCI World
INVITATION HOMES INC.,INVH,MSCI World
TELECOM ITALIA S.P.A.,TIT.MI,MSCI World
"OSAKA GAS CO., LTD.",9532.T,MSCI World
UPM-KYMMENE OYJ,UPM.HE,MSCI World
KONAMI GROUP CORPORATION,KNM.L,MSCI World
MONCLER S.P.A.,MONC.MI,MSCI World
"ANNALY CAPITAL MANAGEMENT, INC.",NLY,MSCI World
MARATHON OIL CORPORATION,MRO,MSCI World
"THE COOPER COMPANIES, INC.",COO,MSCI World
PENTAIR PLC,PNR,MSCI World
SANTOS LIMITED,STS1.F,MSCI World
RENTOKIL INITIAL PLC,RTO,MSCI World
"HUNTINGTON INGALLS INDUSTRIES, INC.",HII,MSCI World
"TRIMBLE, INC.",TRMB,MSCI World
SONOVA HOLDING AG,SOON.SW,MSCI World
"SECOM CO., LTD.",9735.T,MSCI World
ALSTOM,ALO.PA,MSCI World
BOLLORÉ SE,BOP.F,MSCI World
IDEX CORPORATION,IDXX,MSCI World
"F5, INC.",FFIV,MSCI World
SAMSARA INC.,IOT,MSCI World
W. P. CAREY INC.,WPC,MSCI World
"NIPPON PAINT HOLDINGS CO., LTD.",4612.T,MSCI World
WH GROUP LIMITED,WH,MSCI World
REA GROUP LIMITED,O,MSCI World
"OKTA, INC.",OKTA,MSCI World
"MID-AMERICA APARTMENT COMMUNITIES, INC.",MAA,MSCI World
"WATSCO, INC.",WSO,MSCI World
"NOMURA RESEARCH INSTITUTE, LTD.",NRILY,MSCI World
NITTO DENKO CORPORATION,ND50.F,MSCI World
GFL ENVIRONMENTAL INC.,GFL,MSCI World
CNH INDUSTRIAL N.V.,CNH,MSCI World
MAGNA INTERNATIONAL INC.,MGA,MSCI World
EIFFAGE S.A.,EFGSY,MSCI World
GRACO INC.,GGG,MSCI World
SWEDISH ORPHAN BIOVITRUM AB,SOBI.ST,MSCI World
ALLEGION PLC,ALLE,MSCI World
SINGAPORE EXCHANGE LIMITED,S68.SI,MSCI World
"TYLER TECHNOLOGIES, INC.",TYL,MSCI World
LUNDBERG B,LU3B.F,MSCI World
"FIDELITY NATIONAL FINANCIAL, INC.",FNF,MSCI World
ASR NEDERLAND N.V.,A16.F,MSCI World
ASAHI KASEI CORPORATION,3407.T,MSCI World
SINO LAND COMPANY LIMITED,SNO.F,MSCI World
ISRAEL DISCOUNT BANK LIMITED,ISDAF,MSCI World
HYATT HOTELS CORPORATION,H,MSCI World
RPM INTERNATIONAL INC.,RPM,MSCI World
METRO INC.,MCBS,MSCI World
GEN DIGITAL INC.,GEN,MSCI World
MASCO CORPORATION,MAS,MSCI World
BUREAU VERITAS SA,BVI.PA,MSCI World
CAPITALAND INTEGRATED COMMERCIAL TRUST,C38U.SI,MSCI World
KERRY GROUP PLC,KRZ.F,MSCI World
SMITH & NEPHEW PLC,SNN,MSCI World
EMERA INCORPORATED,EEX,MSCI World
KIMCO REALTY CORPORATION,KIM,MSCI World
AVERY DENNISON CORPORATION,AVY,MSCI World
"SBI HOLDINGS, INC.",8473.T,MSCI World
SCENTRE GROUP,STGPF,MSCI World
TRANSUNION,TRU,MSCI World
"GALP ENERGIA, SGPS, S.A.",GZ5.F,MSCI World
GJENSIDIGE FORSIKRING ASA,XGJ.SG,MSCI World
THE CLOROX COMPANY,CLX,MSCI World
SOUTH32 LIMITED,S32.L,MSCI World
"FRANKLIN RESOURCES, INC.",BEN,MSCI World
EURONEXT N.V.,ENX.PA,MSCI World
AGEAS SA/NV,FO4N.DE,MSCI World
TELE2 AB,TEL2-B.ST,MSCI World
EUROFINS SCIENTIFIC SE,ERF.PA,MSCI World
SWISS PRIME SITE AG,SPSN.SW,MSCI World
ERIE INDEMNITY COMPANY,ERIE,MSCI World
"BEST BUY CO., INC.",BBY,MSCI World
FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,FPH.NZ,MSCI World
"STANLEY BLACK & DECKER, INC.",SWK,MSCI World
"NEUROCRINE BIOSCIENCES, INC.",NBIX,MSCI World
REGENCY CENTERS CORPORATION,REG,MSCI World
JAMES HARDIE INDUSTRIES PLC,JHX,MSCI World
"ALIGN TECHNOLOGY, INC.",ALGN,MSCI World
AÉROPORTS DE PARIS,ADP.PA,MSCI World
SGH LIMITED,SGHC,MSCI World
"BUILDERS FIRSTSOURCE, INC.",BLDR,MSCI World
SUBARU CORPORATION,FUJHY,MSCI World
"AKAMAI TECHNOLOGIES, INC.",AKAM,MSCI World
"PINTEREST, INC.",PINS,MSCI World
ACCOR,AC.PA,MSCI World
DRAFTKINGS INC.,DKNG,MSCI World
SOLVENTUM CORPORATION,SOLV,MSCI World
ORIGIN ENERGY LIMITED,ORL.F,MSCI World
LOGITECH INTERNATIONAL S.A.,LOGI,MSCI World
IPSEN,IPN.PA,MSCI World
HORMEL FOODS CORPORATION,HRL,MSCI World
"JUNIPER NETWORKS, INC.",JNPR,MSCI World
MITSUBISHI HC CAPITAL INC.,8593.T,MSCI World
GODADDY INC.,GDDY,MSCI World
DOMINO'S PIZZA INC.,DPZ,MSCI World
"RAKUTEN GROUP, INC.",4755.T,MSCI World
NIPPON YUSEN KABUSHIKI KAISHA,9101.T,MSCI World
AISIN CORPORATION,7259.T,MSCI World
COMPUTERSHARE LIMITED,CPU.AX,MSCI World
BIOMÉRIEUX,BIM.PA,MSCI World
FRESENIUS MEDICAL CARE AG,FMS,MSCI World
REXEL,E7V.F,MSCI World
"ROKU, INC.",ROKU,MSCI World
SWATCH GROUP,0QM4.L,MSCI World
"EQUITABLE HOLDINGS, INC.",EQH,MSCI World
INSURANCE AUSTRALIA GROUP LIMITED,IAUGF,MSCI World
"GAMING AND LEISURE PROPERTIES, INC.",GLPI,MSCI World
ALLY FINANCIAL INC.,ALLY,MSCI World
"SCREEN HOLDINGS CO., LTD.",7735.T,MSCI World
SAPUTO INC.,SAP.TO,MSCI World
"EQUITY LIFESTYLE PROPERTIES, INC.",ELS,MSCI World
SKF AB,SKFB.HA,MSCI World
"KIRIN HOLDINGS COMPANY, LIMITED",2503.T,MSCI World
EVOLUTION AB,EVO.ST,MSCI World
"HIKARI TSUSHIN, INC.",9435.T,MSCI World
CARREFOUR,CAR.DE,MSCI World
WISE PLC,WKEY,MSCI World
"UDR, INC.",UDR,MSCI World
D'IETEREN GROUP,DIEB.XD,MSCI World
CAPITALAND INVESTMENT LIMITED,9CI.SI,MSCI World
ORION OYJ,ONL,MSCI World
WESTLAKE CORPORATION,WLK,MSCI World
"CROWN HOLDINGS, INC.",CCK,MSCI World
ORKLA ASA,ORK.OL,MSCI World
"CELSIUS HOLDINGS, INC.",CELH,MSCI World
"ACCIONA, S.A.",ANE.MC,MSCI World
GEA GROUP AG,ZFSTEERING.BO,MSCI World
YARA INTERNATIONAL ASA,IU2.F,MSCI World
SKANSKA AB,SKAB.PR,MSCI World
SEVERN TRENT PLC,SVT.L,MSCI World
BANQUE CANTONALE VAUDOISE,0ACP.L,MSCI World
ISUZU MOTORS LIMITED,7202.T,MSCI World
"WYNN RESORTS, LIMITED",WYNN,MSCI World
AEGON LTD.,AEG,MSCI World
GROUPE BRUXELLES LAMBERT SA,GBLBY,MSCI World
PRO MEDICUS LIMITED,PME.AX,MSCI World
OVINTIV INC.,OVV,MSCI World
"ASSURANT, INC.",AIZ,MSCI World
LINK REAL ESTATE INVESTMENT TRUST,0823.HK,MSCI World
"YOKOHAMA FINANCIAL GROUP, INC.",7186.T,MSCI World
COCHLEAR LIMITED,OC5.MU,MSCI World
"HEALTHPEAK PROPERTIES, INC.",DOC,MSCI World
CENTRICA PLC,CNA.L,MSCI World
STANTEC INC.,STN,MSCI World
WISETECH GLOBAL LIMITED,WTC.AX,MSCI World
IGM FINANCIAL INC.,IGM.TO,MSCI World
IA FINANCIAL CORPORATION INC.,IAG.TO,MSCI World
ADMIRAL GROUP PLC,VFIAX,MSCI World
HKT TRUST AND HKT LIMITED,HKTTY,MSCI World
AMERICAN HOMES 4 RENT,AMH,MSCI World
THE JM SMUCKER COMPANY,SJM,MSCI World
AES CORPORATION (THE),AES,MSCI World
SCSK CORPORATION,9719.T,MSCI World
"JAPAN EXCHANGE GROUP, INC.",8697.T,MSCI World
"DAYFORCE, INC.",DAY,MSCI World
KLÉPIERRE,LI.PA,MSCI World
BAXTER INTERNATIONAL INC.,BAX,MSCI World
OWENS CORNING,OC,MSCI World
BIOMARIN PHARMACEUTICAL INC.,BMRN,MSCI World
"MITSUI O.S.K. LINES, LTD.",9104.T,MSCI World
A. O. SMITH CORPORATION,AOS,MSCI World
WHARF REAL ESTATE INVESTMENT COMPANY LIMITED,1997.HK,MSCI World
TOROMONT INDUSTRIES LTD.,TIH.TO,MSCI World
"AMERICAN FINANCIAL GROUP, INC.",AFG,MSCI World
GILDAN ACTIVEWEAR INC.,GIL,MSCI World
"THE CHIBA BANK, LTD.",8331.T,MSCI World
"DYNATRACE, INC.",DT,MSCI World
HF SINCLAIR CORPORATION,DINO,MSCI World
SAGE GROUP PLC,SAGE.V,MSCI World
"OBIC CO.,LTD.",4684.T,MSCI World
ELEMENT FLEET MANAGEMENT CORP.,61F.F,MSCI World
"NITORI HOLDINGS CO., LTD.",9843.T,MSCI World
UNICHARM CORPORATION,8113.T,MSCI World
THE WHARF (HOLDINGS) LIMITED,WARFF,MSCI World
"ESSENTIAL UTILITIES, INC.",WTRG,MSCI World
"FUJI ELECTRIC CO., LTD.",6504.T,MSCI World
RATIONAL AG,RAAD.XC,MSCI World
LOTUS BAKERIES NV,0F4O.L,MSCI World
"WALGREENS BOOTS ALLIANCE, INC.",WBA,MSCI World
SUNTORY BEVERAGE & FOOD LIMITED,2587.T,MSCI World
CAE INC.,CAE,MSCI World
CAPITALAND ASCENDAS REIT,A17U.SI,MSCI World
SITC INTERNATIONAL HOLDINGS COMPANY LIMITED,1308.HK,MSCI World
SHIMANO INC.,7309.T,MSCI World
BIO-TECHNE CORPORATION,TECH,MSCI World
WEST JAPAN RAILWAY COMPANY,9021.T,MSCI World
STORA ENSO OYJ,0CX9.L,MSCI World
BKW AG,0QQ0.L,MSCI World
J SAINSBURY PLC,SBRY.L,MSCI World
BARRY CALLEBAUT AG,BYCBF,MSCI World
MAKITA CORPORATION,MK2A.F,MSCI World
PHOENIX GROUP HOLDINGS PLC,PHNX.L,MSCI World
SECURITAS AB,SECU-B.ST,MSCI World
M&G PLC,MGC=F,MSCI World
XERO LIMITED,XRX,MSCI World
RENAULT,RNO.PA,MSCI World
SCHRODERS PLC,INOV.L,MSCI World
ANA HOLDINGS INC.,CWAN,MSCI World
"SHIZUOKA FINANCIAL GROUP,INC.",5831.T,MSCI World
KESKO OYJ,KESKOB.HE,MSCI World
ADDTECH AB,ADDT-B.ST,MSCI World
MGM RESORTS INTERNATIONAL,MGM,MSCI World
NEMETSCHEK SE,NEM.DE,MSCI World
APA CORPORATION,APA,MSCI World
"ALEXANDRIA REAL ESTATE EQUITIES, INC.",ARE,MSCI World
REDEIA CORPORACION S.A.,RED.MC,MSCI World
ALTAGAS LTD.,AQ3.DU,MSCI World
ARC RESOURCES LTD.,ARX.TO,MSCI World
SOFINA SA,8FS.SG,MSCI World
KNIGHT-SWIFT TRANSPORTATION HOLDINGS INC.,KNX,MSCI World
KOKUSAI ELECTRIC CORPORATION,6525.T,MSCI World
THE TORO COMPANY,TTC,MSCI World
TMX GROUP LIMITED,X.TO,MSCI World
"DOCUSIGN, INC.",DOCU,MSCI World
PLS GROUP LIMITED,PLSE,MSCI World
BRENNTAG SE,BNR.DE,MSCI World
MITSUBISHI CHEMICAL GROUP CORPORATION,4188.T,MSCI World
INDUTRADE AB,I1M.F,MSCI World
SYENSQO SA/NV,SYENS.BR,MSCI World
DAVITA INC.,DVA,MSCI World
"HENRY SCHEIN, INC.",HSIC,MSCI World
INTERTEK GROUP PLC,IT1.F,MSCI World
BUNZL PLC,BUZ1.F,MSCI World
"ALBERTSONS COMPANIES, INC.",ACI,MSCI World
"SKYWORKS SOLUTIONS, INC.",SWKS,MSCI World
SVENSKA CELLULOSA AKTIEBOLAGET SCA,0MCJ.L,MSCI World
MERIDIAN ENERGY LIMITED,MEZ.XA,MSCI World
BLUESCOPE STEEL LIMITED,BSL.XA,MSCI World
"ZENSHO HOLDINGS CO., LTD.",7550.T,MSCI World
"NISSAN MOTOR CO., LTD.",7201.T,MSCI World
DAVIDE CAMPARI-MILANO N.V.,CPR.MI,MSCI World
MINEBEA MITSUMI INC.,6479.T,MSCI World
INPOST S.A.,INPST.AS,MSCI World
MEDIBANK PRIVATE LIMITED,MPV.F,MSCI World
STOCKLAND,SGP.XA,MSCI World
EASTMAN CHEMICAL COMPANY,EMN,MSCI World
"THE INTERPUBLIC GROUP OF COMPANIES, INC.",IPG,MSCI World
TOPPAN HOLDINGS INC.,7911.T,MSCI World
"MANHATTAN ASSOCIATES, INC.",MANH,MSCI World
VOESTALPINE AG,VOE.VI,MSCI World
INWIT S.P.A.,INW.MI,MSCI World
SNAP INC.,SNAP,MSCI World
LKQ CORPORATION,LKQ,MSCI World
BALDER,BALDBS.XD,MSCI World
AUCKLAND INTERNATIONAL AIRPORT LIMITED,BZTA.SG,MSCI World
CANADIAN UTILITIES LIMITED,CU.TO,MSCI World
"JAPAN AIRLINES CO., LTD.",9201.T,MSCI World
"TOHO CO., LTD.",8142.T,MSCI World
THE CAMPBELL'S COMPANY,CPB,MSCI World
ORICA LIMITED,ICA.F,MSCI World
SEMBCORP INDUSTRIES LTD,SBOA.F,MSCI World
KIKKOMAN CORPORATION,2801.T,MSCI World
AGC INC.,AGCO,MSCI World
NIBE INDUSTRIER AB,NIBE-B.ST,MSCI World
SALMAR ASA,JEP.F,MSCI World
"CAPCOM CO., LTD.",9697.T,MSCI World
EVONIK INDUSTRIES AG,EVK.DE,MSCI World
THE LOTTERY CORPORATION LIMITED,TLC.AX,MSCI World
"EISAI CO., LTD.",ESALF,MSCI World
NIPPON BUILDING FUND INC.,8951.T,MSCI World
APA GROUP,APA,MSCI World
VICINITY CENTRES,VCX.AX,MSCI World
KEYERA CORP.,KEY.TO,MSCI World
EMPIRE COMPANY LIMITED,EMLAF,MSCI World
KINGFISHER PLC,KFM.AX,MSCI World
"GRIFOLS, S.A.",GRF.MC,MSCI World
ELISA OYJ,ELISA.HE,MSCI World
"BIO-RAD LABORATORIES, INC.",BIO,MSCI World
ORACLE CORPORATION JAPAN,4716.T,MSCI World
DELIVERY HERO SE,DHER.DE,MSCI World
VOLVO CARS,VOLCAR-B.ST,MSCI World
CTS EVENTIM AG & CO. KGAA,EVD.DE,MSCI World
PEARSON PLC,PSO,MSCI World
SONIC HEALTHCARE LIMITED,SKHHY,MSCI World
"AVANTOR, INC.",AVTR,MSCI World
"M3, INC.",M3B.DE,MSCI World
"FACTSET RESEARCH SYSTEMS, INC.",FDS,MSCI World
FIRSTSERVICE CORPORATION,FSV,MSCI World
BEIJER REF AB,BEIJ-B.ST,MSCI World
ROCKWOOL A/S,0M09.L,MSCI World
"DAITO TRUST CONSTRUCTION CO.,LTD.",1878.T,MSCI World
OTSUKA CORPORATION,4768.T,MSCI World
"SHISEIDO COMPANY, LIMITED",4911.T,MSCI World
"FORTUNE BRANDS INNOVATIONS, INC.",FBIN,MSCI World
MINERAL RESOURCES LIMITED,CMRS.L,MSCI World
COVIVIO,0IS8.L,MSCI World
GENTING SINGAPORE LIMITED,G13.SI,MSCI World
"PAYCOM SOFTWARE, INC.",PAYC,MSCI World
"CANADIAN TIRE CORPORATION, LIMITED",CTC-A.TO,MSCI World
HARGREAVES LANSDOWN,HL.L,MSCI World
GECINA,GFC.PA,MSCI World
WAREHOUSES DE PAUW SA,0MU2.IL,MSCI World
NICE LTD.,NICE,MSCI World
"MONOTARO CO., LTD.",3064.T,MSCI World
"YAMAHA MOTOR CO., LTD.",7272.T,MSCI World
"MEIJI HOLDINGS CO., LTD.",2269.T,MSCI World
"ZOZO, INC.",3092.T,MSCI World
"CARMAX, INC.",KMX,MSCI World
"ENPHASE ENERGY, INC.",ENPH,MSCI World
"MOLINA HEALTHCARE, INC.",MOH,MSCI World
ZALANDO SE,ZAL.DE,MSCI World
"ROHM CO., LTD.",6963.T,MSCI World
PANDORA A/S,3P7.DE,MSCI World
MARKETAXESS HOLDINGS INC.,MKTX,MSCI World
OPEN TEXT CORPORATION,OTEX,MSCI World
SCOUT24 SE,G24.DE,MSCI World
RANDSTAD N.V.,RSH.F,MSCI World
OMRON CORPORATION,6645.T,MSCI World
GETINGE AB,GNGBF,MSCI World
DEMANT A/S,WDH1.HA,MSCI World
PERSIMMON PLC,PSN.L,MSCI World
TOTO LTD.,5332.T,MSCI World
SYSMEX CORPORATION,6869.T,MSCI World
HOLMEN AB,HOLM-B.ST,MSCI World
IMCD N.V.,0QVU.IL,MSCI World
TEMENOS AG,TMSNY,MSCI World
CELANESE CORPORATION,CE,MSCI World
"NISSIN FOODS HOLDINGS CO.,LTD.",2897.T,MSCI World
"NOMURA REAL ESTATE HOLDINGS, INC.",3231.T,MSCI World
RAMSAY HEALTH CARE LIMITED,RHC.AX,MSCI World
"MCDONALD'S HOLDINGS COMPANY (JAPAN), LTD.",2702.T,MSCI World
WEST FRASER TIMBER CO. LTD.,WFG,MSCI World
CHORD ENERGY CORPORATION,CHRD,MSCI World
THE DESCARTES SYSTEMS GROUP INC.,DSGX,MSCI World
JAPAN REAL ESTATE INVESTMENT CORPORATION,8952.T,MSCI World
"MITSUI CHEMICALS, INC.",4183.T,MSCI World
DCC PLC,DCC.L,MSCI World
"SG HOLDINGS CO.,LTD.",9143.T,MSCI World
"RICOH COMPANY, LTD.",RICO.L,MSCI World
GLOBAL-E ONLINE LTD.,GLBE,MSCI World
MERCURY NZ LIMITED,MCY050.NZ,MSCI World
MIRVAC GROUP,MGR.AX,MSCI World
MONDI PLC,MNDTR.IS,MSCI World
AUTO TRADER GROUP PLC,ATDRF,MSCI World
JD SPORTS FASHION PLC,JD.L,MSCI World
ENTAIN PLC,ENT.L,MSCI World
"KOBE BUSSAN CO., LTD.",3038.T,MSCI World
THE BERKELEY GROUP HOLDINGS PLC,BKG.L,MSCI World
ARKEMA,AKE.PA,MSCI World
ADECCO GROUP AG,ADI1.DE,MSCI World
EDENRED SE,EDNMY,MSCI World
FDJ UNITED,FDJU.PA,MSCI World
"BROTHER INDUSTRIES, LTD.",6448.T,MSCI World
